日付,source_url,機種,台番,差枚,G数,出率
2026-05-19,https://min-repo.com/3112242/,スマスロとある科学の超電磁砲2,439,-3000,3128,64%
2026-05-20,https://min-repo.com/3114365/,スマスロ新鬼武者3,490,2824,5432,117.3%
2026-05-20,https://min-repo.com/3114365/,スマスロとある科学の超電磁砲2,439,1250,3539,111.8%
2026-05-20,https://min-repo.com/3114365/,スマスロ ドルアーガの塔,440,880,2881,110.2%
2026-05-20,https://min-repo.com/3114365/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,833,8230,103.4%
2026-05-20,https://min-repo.com/3114365/,Lアズールレーン THE ANIMATION,489,185,1152,105.4%
2026-05-20,https://min-repo.com/3114365/,クランキークレスト,237,-250,2881,95.7%
2026-05-20,https://min-repo.com/3114365/,忍魂参～奥義皆伝ノ章～,492,-750,700,60.3%
2026-05-20,https://min-repo.com/3114365/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-750,8107,96%
2026-05-20,https://min-repo.com/3114365/,L絶対衝激IV,438,-1000,2016,83.2%
2026-05-20,https://min-repo.com/3114365/,Lアクダマドライブ,488,-1000,2387,84.5%
2026-05-20,https://min-repo.com/3114365/,ニューパルサーSP4 with 太鼓の達人,238,-1500,3457,82.6%
2026-05-20,https://min-repo.com/3114365/,スマスロ秘宝伝,491,0,0,-
2026-05-21,https://min-repo.com/3116294/,A-SLOT+ ディスクアップ ULTRAREMIX,243,4722,8395,118.7%
2026-05-21,https://min-repo.com/3116294/,スマスロ新鬼武者3,490,2731,4568,119.9%
2026-05-21,https://min-repo.com/3116294/,スマスロ ドルアーガの塔,440,648,1852,111.7%
2026-05-21,https://min-repo.com/3116294/,スマスロ秘宝伝,491,93,1646,101.9%
2026-05-21,https://min-repo.com/3116294/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-150,4691,98.7%
2026-05-21,https://min-repo.com/3116294/,ニューパルサーSP4 with 太鼓の達人,238,-200,947,91.9%
2026-05-21,https://min-repo.com/3116294/,忍魂参～奥義皆伝ノ章～,492,-250,2798,96.7%
2026-05-21,https://min-repo.com/3116294/,L絶対衝激IV,438,-500,988,76.6%
2026-05-21,https://min-repo.com/3116294/,クランキークレスト,237,-1000,4650,92.7%
2026-05-21,https://min-repo.com/3116294/,スマスロとある科学の超電磁砲2,439,-1000,1770,77.3%
2026-05-21,https://min-repo.com/3116294/,Lアズールレーン THE ANIMATION,489,-1000,3827,87.1%
2026-05-21,https://min-repo.com/3116294/,Lアクダマドライブ,488,-1500,3992,83.4%
2026-05-22,https://min-repo.com/3118203/,A-SLOT+ ディスクアップ ULTRAREMIX,243,3981,8519,115.6%
2026-05-22,https://min-repo.com/3118203/,クランキークレスト,237,2824,6255,115%
2026-05-22,https://min-repo.com/3118203/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,741,7490,103.3%
2026-05-22,https://min-repo.com/3118203/,忍魂参～奥義皆伝ノ章～,492,-500,1399,84.6%
2026-05-22,https://min-repo.com/3118203/,スマスロ ドルアーガの塔,440,-500,2346,89.5%
2026-05-22,https://min-repo.com/3118203/,スマスロ秘宝伝,491,-1000,1934,76.1%
2026-05-22,https://min-repo.com/3118203/,スマスロとある科学の超電磁砲2,439,-1000,2387,79.3%
2026-05-22,https://min-repo.com/3118203/,L絶対衝激IV,438,-1500,3086,83.5%
2026-05-22,https://min-repo.com/3118203/,スマスロ新鬼武者3,490,-1500,4156,86.3%
2026-05-22,https://min-repo.com/3118203/,ニューパルサーSP4 with 太鼓の達人,238,-2000,2428,71.4%
2026-05-22,https://min-repo.com/3118203/,Lアクダマドライブ,488,-2000,6049,86.7%
2026-05-22,https://min-repo.com/3118203/,Lアズールレーン THE ANIMATION,489,-2500,6790,86.1%
2026-05-23,https://min-repo.com/3120261/,忍魂参～奥義皆伝ノ章～,492,9722,7284,144.5%
2026-05-23,https://min-repo.com/3120261/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2130,8724,108.1%
2026-05-23,https://min-repo.com/3120261/,スマスロ ドルアーガの塔,440,417,3004,104.6%
2026-05-23,https://min-repo.com/3120261/,ニューパルサーSP4 with 太鼓の達人,238,231,3333,102.3%
2026-05-23,https://min-repo.com/3120261/,スマスロとある科学の超電磁砲2,439,-1000,1029,64%
2026-05-23,https://min-repo.com/3120261/,クランキークレスト,237,-1000,2881,85.5%
2026-05-23,https://min-repo.com/3120261/,Lアクダマドライブ,488,-1000,4280,89.9%
2026-05-23,https://min-repo.com/3120261/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,5802,90.2%
2026-05-23,https://min-repo.com/3120261/,L絶対衝激IV,438,-1500,2469,76.3%
2026-05-23,https://min-repo.com/3120261/,スマスロ秘宝伝,491,-1500,2840,78.8%
2026-05-23,https://min-repo.com/3120261/,スマスロ新鬼武者3,490,-4000,7078,80.2%
2026-05-23,https://min-repo.com/3120261/,Lアズールレーン THE ANIMATION,489,-4000,3909,62.9%
2026-05-24,https://min-repo.com/3122436/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2917,7778,112.5%
2026-05-24,https://min-repo.com/3122436/,スマスロ ドルアーガの塔,440,926,4691,106.6%
2026-05-24,https://min-repo.com/3122436/,ニューパルサーSP4 with 太鼓の達人,238,463,4280,103.6%
2026-05-24,https://min-repo.com/3122436/,スマスロとある科学の超電磁砲2,439,93,6091,100.5%
2026-05-24,https://min-repo.com/3122436/,クランキークレスト,237,-93,4609,99.3%
2026-05-24,https://min-repo.com/3122436/,Lアズールレーン THE ANIMATION,489,-93,8971,99.7%
2026-05-24,https://min-repo.com/3122436/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-100,5226,99.1%
2026-05-24,https://min-repo.com/3122436/,スマスロ秘宝伝,491,-250,5597,98.1%
2026-05-24,https://min-repo.com/3122436/,スマスロ新鬼武者3,490,-1000,6461,93.1%
2026-05-24,https://min-repo.com/3122436/,L絶対衝激IV,438,-1500,1235,55%
2026-05-24,https://min-repo.com/3122436/,Lアクダマドライブ,488,-1500,6667,91.4%
2026-05-24,https://min-repo.com/3122436/,忍魂参～奥義皆伝ノ章～,492,-1500,4403,87%
2026-05-25,https://min-repo.com/3124276/,スマスロ新鬼武者3,490,5046,5144,132.7%
2026-05-25,https://min-repo.com/3124276/,クランキークレスト,237,3009,7531,113.3%
2026-05-25,https://min-repo.com/3124276/,L絶対衝激IV,438,1157,2181,117.7%
2026-05-25,https://min-repo.com/3124276/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1019,6626,105.1%
2026-05-25,https://min-repo.com/3124276/,スマスロとある科学の超電磁砲2,439,-250,1111,91.7%
2026-05-25,https://min-repo.com/3124276/,Lアクダマドライブ,488,-500,1687,86.3%
2026-05-25,https://min-repo.com/3124276/,忍魂参～奥義皆伝ノ章～,492,-750,1687,81.7%
2026-05-25,https://min-repo.com/3124276/,Lアズールレーン THE ANIMATION,489,-750,2840,88.6%
2026-05-25,https://min-repo.com/3124276/,スマスロ ドルアーガの塔,440,-1000,4444,91%
2026-05-25,https://min-repo.com/3124276/,ニューパルサーSP4 with 太鼓の達人,238,-1000,1358,68.2%
2026-05-25,https://min-repo.com/3124276/,スマスロ秘宝伝,491,-1000,1646,72.8%
2026-05-25,https://min-repo.com/3124276/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,5679,90.2%
2026-05-26,https://min-repo.com/3126423/,Lアズールレーン THE ANIMATION,489,6713,4362,151.3%
2026-05-26,https://min-repo.com/3126423/,Lアクダマドライブ,488,3981,4115,132.2%
2026-05-26,https://min-repo.com/3126423/,忍魂参～奥義皆伝ノ章～,492,2546,5802,114.6%
2026-05-26,https://min-repo.com/3126423/,スマスロ秘宝伝,491,1944,2099,130.9%
2026-05-26,https://min-repo.com/3126423/,スマスロ新鬼武者3,490,324,4033,102.7%
2026-05-26,https://min-repo.com/3126423/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,93,3210,101%
2026-05-26,https://min-repo.com/3126423/,クランキークレスト,237,-46,5185,99.7%
2026-05-26,https://min-repo.com/3126423/,スマスロ ドルアーガの塔,440,-500,5720,97%
2026-05-26,https://min-repo.com/3126423/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-500,8025,97.3%
2026-05-26,https://min-repo.com/3126423/,ニューパルサーSP4 with 太鼓の達人,238,-1500,4938,89.4%
2026-05-26,https://min-repo.com/3126423/,スマスロとある科学の超電磁砲2,439,-1500,1440,63.6%
2026-05-26,https://min-repo.com/3126423/,L絶対衝激IV,438,-1500,2058,68.5%
2026-05-27,https://min-repo.com/3128454/,Lアズールレーン THE ANIMATION,489,9074,7654,139.5%
2026-05-27,https://min-repo.com/3128454/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1019,8724,103.9%
2026-05-27,https://min-repo.com/3128454/,忍魂参～奥義皆伝ノ章～,492,833,3868,107.2%
2026-05-27,https://min-repo.com/3128454/,スマスロ新鬼武者3,490,509,2757,106.2%
2026-05-27,https://min-repo.com/3128454/,スマスロとある科学の超電磁砲2,439,324,5638,101.9%
2026-05-27,https://min-repo.com/3128454/,クランキークレスト,237,278,5267,101.8%
2026-05-27,https://min-repo.com/3128454/,スマスロ ドルアーガの塔,440,-250,4856,97.5%
2026-05-27,https://min-repo.com/3128454/,スマスロ秘宝伝,491,-250,1728,91.1%
2026-05-27,https://min-repo.com/3128454/,L絶対衝激IV,438,-500,1235,80%
2026-05-27,https://min-repo.com/3128454/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,6584,93.4%
2026-05-27,https://min-repo.com/3128454/,ニューパルサーSP4 with 太鼓の達人,238,-1500,5185,88.4%
2026-05-27,https://min-repo.com/3128454/,Lアクダマドライブ,488,-2000,2675,70.6%
2026-05-28,https://min-repo.com/3130539/,忍魂参～奥義皆伝ノ章～,492,1157,4774,108.1%
2026-05-28,https://min-repo.com/3130539/,スマスロ秘宝伝,491,648,2510,108.6%
2026-05-28,https://min-repo.com/3130539/,スマスロ新鬼武者3,490,324,823,113.1%
2026-05-28,https://min-repo.com/3130539/,スマスロ ドルアーガの塔,440,-250,4444,97.6%
2026-05-28,https://min-repo.com/3130539/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,1564,87.2%
2026-05-28,https://min-repo.com/3130539/,Lアズールレーン THE ANIMATION,489,-1000,1440,72.1%
2026-05-28,https://min-repo.com/3130539/,ニューパルサーSP4 with 太鼓の達人,238,-1000,5144,90.7%
2026-05-28,https://min-repo.com/3130539/,Lアクダマドライブ,488,-2000,2757,75.4%
2026-05-28,https://min-repo.com/3130539/,L絶対衝激IV,438,-2000,5556,86.7%
2026-05-28,https://min-repo.com/3130539/,スマスロとある科学の超電磁砲2,439,-2500,2222,55.6%
2026-05-29,https://min-repo.com/3132647/,Lアクダマドライブ,488,694,4897,104.7%
2026-05-29,https://min-repo.com/3132647/,ニューパルサーSP4 with 太鼓の達人,238,648,9136,102.4%
2026-05-29,https://min-repo.com/3132647/,スマスロとある科学の超電磁砲2,439,-150,1646,96.3%
2026-05-29,https://min-repo.com/3132647/,スマスロ ドルアーガの塔,440,-250,6132,97.5%
2026-05-29,https://min-repo.com/3132647/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,3292,92.5%
2026-05-29,https://min-repo.com/3132647/,忍魂参～奥義皆伝ノ章～,492,-750,1440,79.6%
2026-05-29,https://min-repo.com/3132647/,スマスロ秘宝伝,491,-1000,2469,85.6%
2026-05-29,https://min-repo.com/3132647/,L絶対衝激IV,438,-1000,1235,67.5%
2026-05-29,https://min-repo.com/3132647/,Lアズールレーン THE ANIMATION,489,-1500,3704,85.4%
2026-05-29,https://min-repo.com/3132647/,スマスロ新鬼武者3,490,-1500,4486,85.6%
2026-05-30,https://min-repo.com/3134667/,スマスロ秘宝伝,491,1111,7160,105.2%
2026-05-30,https://min-repo.com/3134667/,L絶対衝激IV,438,741,3498,107.1%
2026-05-30,https://min-repo.com/3134667/,忍魂参～奥義皆伝ノ章～,492,231,6543,101.2%
2026-05-30,https://min-repo.com/3134667/,ニューパルサーSP4 with 太鼓の達人,238,-500,4321,96.1%
2026-05-30,https://min-repo.com/3134667/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,5926,95.8%
2026-05-30,https://min-repo.com/3134667/,スマスロとある科学の超電磁砲2,439,-1500,2058,69.3%
2026-05-30,https://min-repo.com/3134667/,スマスロ ドルアーガの塔,440,-2000,2675,72.9%
2026-05-30,https://min-repo.com/3134667/,Lアズールレーン THE ANIMATION,489,-2000,2675,72.3%
2026-05-30,https://min-repo.com/3134667/,Lアクダマドライブ,488,-3500,5885,79.5%
2026-05-30,https://min-repo.com/3134667/,スマスロ新鬼武者3,490,-4500,5226,69.9%
2026-05-31,https://min-repo.com/3136804/,スマスロ秘宝伝,491,3148,5514,119%
2026-05-31,https://min-repo.com/3136804/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,2731,6955,113.1%
2026-05-31,https://min-repo.com/3136804/,L絶対衝激IV,438,370,1358,109.1%
2026-05-31,https://min-repo.com/3136804/,ニューパルサーSP4 with 太鼓の達人,238,-46,4033,99.6%
2026-05-31,https://min-repo.com/3136804/,忍魂参～奥義皆伝ノ章～,492,-250,1399,89%
2026-05-31,https://min-repo.com/3136804/,スマスロ新鬼武者3,490,-500,2181,90.1%
2026-05-31,https://min-repo.com/3136804/,スマスロとある科学の超電磁砲2,439,-750,1852,83.3%
2026-05-31,https://min-repo.com/3136804/,スマスロ ドルアーガの塔,440,-1000,2757,86.6%
2026-05-31,https://min-repo.com/3136804/,Lアズールレーン THE ANIMATION,489,-1000,4362,91.2%
2026-05-31,https://min-repo.com/3136804/,Lアクダマドライブ,488,-3000,5021,77.9%
2026-06-01,https://min-repo.com/3140511/,Lアズールレーン THE ANIMATION,489,1157,6049,106.4%
2026-06-01,https://min-repo.com/3140511/,L絶対衝激IV,438,-46,370,95.9%
2026-06-01,https://min-repo.com/3140511/,Lアクダマドライブ,488,-100,5144,99.1%
2026-06-01,https://min-repo.com/3140511/,スマスロ秘宝伝,491,-200,2757,97.2%
2026-06-01,https://min-repo.com/3140511/,ニューパルサーSP4 with 太鼓の達人,238,-250,6049,97.7%
2026-06-01,https://min-repo.com/3140511/,スマスロ ドルアーガの塔,440,-1000,4938,91.6%
2026-06-01,https://min-repo.com/3140511/,スマスロ新鬼武者3,490,-1500,4979,88.2%
2026-06-01,https://min-repo.com/3140511/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-2000,6173,88.2%
2026-06-01,https://min-repo.com/3140511/,スマスロとある科学の超電磁砲2,439,-2500,3580,73.7%
2026-06-01,https://min-repo.com/3140511/,忍魂参～奥義皆伝ノ章～,492,-3500,7366,83.2%
2026-06-02,https://min-repo.com/3140641/,Lパチスロ炎炎ノ消防隊2,371,16000,9897,153.9%
2026-06-02,https://min-repo.com/3140641/,L無職転生～異世界行ったら本気だす～,380,10800,5399,166.7%
2026-06-02,https://min-repo.com/3140641/,スマスロ鉄拳6,373,8055,6732,139.9%
2026-06-02,https://min-repo.com/3140641/,Lパチスロ かぐや様は告らせたい,372,5000,7351,122.7%
2026-06-02,https://min-repo.com/3140641/,スマスロ化物語,377,3266,6204,117.5%
2026-06-02,https://min-repo.com/3140641/,スマスロ秘宝伝,508,3000,3143,131.8%
2026-06-02,https://min-repo.com/3140641/,スマスロ バイオハザードRE:3,382,2444,5448,115%
2026-06-02,https://min-repo.com/3140641/,スマスロ スーパーリオエース2,381,2433,7938,110.2%
2026-06-02,https://min-repo.com/3140641/,吉宗,378,2177,5139,114.1%
2026-06-02,https://min-repo.com/3140641/,アニマルスロット ドッチ,507,1000,2581,112.9%
2026-06-02,https://min-repo.com/3140641/,スマスロ 七つの魔剣が支配する,375,822,2757,109.9%
2026-06-02,https://min-repo.com/3140641/,スマスロ ハナビ,505,-100,6161,99.5%
2026-06-02,https://min-repo.com/3140641/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,376,-200,5039,98.7%
2026-06-02,https://min-repo.com/3140641/,L少女☆歌劇 レヴュースタァライト -The SLOT-,506,-250,5309,97.1%
2026-06-02,https://min-repo.com/3140641/,新ハナビ,503,-500,5514,95.6%
2026-06-02,https://min-repo.com/3140641/,機種,台番,差枚,G数,出率
2026-06-02,https://min-repo.com/3140641/,ウルトラミラクルジャグラー,386,-1500,4546,88.6%
2026-06-02,https://min-repo.com/3140641/,パチスロ　ディスクアップ２,502,-1500,7029,92.2%
2026-06-02,https://min-repo.com/3140641/,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,368,-2000,4835,85.6%
2026-06-02,https://min-repo.com/3140641/,Lパチスロ革命機ヴァルヴレイヴ2,370,-2500,4675,79.6%
2026-06-03,https://min-repo.com/3143115/,スマスロとある科学の超電磁砲2,439,1435,2428,119.7%
2026-06-03,https://min-repo.com/3143115/,ニューパルサーSP4 with 太鼓の達人,238,1389,4815,109.6%
2026-06-03,https://min-repo.com/3143115/,L絶対衝激IV,438,926,741,141.7%
2026-06-03,https://min-repo.com/3143115/,スマスロ ドルアーガの塔,440,185,1235,105%
2026-06-03,https://min-repo.com/3143115/,忍魂参～奥義皆伝ノ章～,492,-500,1152,83.9%
2026-06-03,https://min-repo.com/3143115/,Lアズールレーン THE ANIMATION,489,-750,4527,93.5%
2026-06-03,https://min-repo.com/3143115/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,3745,89.3%
2026-06-03,https://min-repo.com/3143115/,スマスロ新鬼武者3,490,-1000,1523,71.6%
2026-06-03,https://min-repo.com/3143115/,Lアクダマドライブ,488,-1000,1440,66.8%
2026-06-03,https://min-repo.com/3143115/,スマスロ秘宝伝,491,-1500,1893,70.6%
2026-06-04,https://min-repo.com/3145000/,Lアクダマドライブ,488,6574,5514,139.7%
2026-06-04,https://min-repo.com/3145000/,スマスロ ドルアーガの塔,440,231,3333,102.3%
2026-06-04,https://min-repo.com/3145000/,スマスロ新鬼武者3,490,-250,2222,93.7%
2026-06-04,https://min-repo.com/3145000/,L絶対衝激IV,438,-500,1893,91%
2026-06-04,https://min-repo.com/3145000/,忍魂参～奥義皆伝ノ章～,492,-750,700,58.1%
2026-06-04,https://min-repo.com/3145000/,Lアズールレーン THE ANIMATION,489,-1000,1235,70%
2026-06-04,https://min-repo.com/3145000/,スマスロ秘宝伝,491,-1000,2881,86.1%
2026-06-04,https://min-repo.com/3145000/,ニューパルサーSP4 with 太鼓の達人,238,-1000,1564,69.4%
2026-06-04,https://min-repo.com/3145000/,スマスロとある科学の超電磁砲2,439,-1500,2510,76.6%
2026-06-04,https://min-repo.com/3145000/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-2500,4033,77.8%
2026-06-05,https://min-repo.com/3146740/,忍魂参～奥義皆伝ノ章～,460,7500,8354,129.9%
2026-06-05,https://min-repo.com/3146740/,Lパチスロ閃乱カグラ2 SHINOVI MASTER,453,4491,2716,155.1%
2026-06-05,https://min-repo.com/3146740/,スマスロ ゴッドイーター リザレクション,457,3981,2757,148.1%
2026-06-05,https://min-repo.com/3146740/,ニューパルサーSP4 with 太鼓の達人,238,2222,5021,114.8%
2026-06-05,https://min-repo.com/3146740/,スマスロ新鬼武者3,458,1574,2346,122.4%
2026-06-05,https://min-repo.com/3146740/,スマスロ シャーマンキング,461,1528,3663,113.9%
2026-06-05,https://min-repo.com/3146740/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,449,926,5473,105.6%
2026-06-05,https://min-repo.com/3146740/,スマスロ ドルアーガの塔,454,324,4897,102.2%
2026-06-05,https://min-repo.com/3146740/,L虚構推理,462,-93,3416,99.1%
2026-06-05,https://min-repo.com/3146740/,スマスロ秘宝伝,448,-250,494,68.8%
2026-06-05,https://min-repo.com/3146740/,L少女☆歌劇 レヴュースタァライト -The SLOT-,451,-500,905,81.3%
2026-06-05,https://min-repo.com/3146740/,スロット Re:ゼロから始める異世界生活 season2,447,-500,2757,92.2%
2026-06-05,https://min-repo.com/3146740/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,6708,94.3%
2026-06-05,https://min-repo.com/3146740/,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,459,-1000,2181,78.1%
2026-06-05,https://min-repo.com/3146740/,L絶対衝激IV,456,-1500,2798,77.4%
2026-06-05,https://min-repo.com/3146740/,機種,台番,差枚,G数,出率
2026-06-05,https://min-repo.com/3146740/,スマスロとある科学の超電磁砲2,455,-2500,3745,76.5%
2026-06-06,https://min-repo.com/3150573/,スマスロ 七つの魔剣が支配する,669,8600,10896,126.3%
2026-06-06,https://min-repo.com/3150573/,L真・一騎当千,662,6050,12367,116.3%
2026-06-06,https://min-repo.com/3150573/,SHAKE BONUS TRIGGER,657,3640,7042,117.2%
2026-06-06,https://min-repo.com/3150573/,L少女☆歌劇 レヴュースタァライト -The SLOT-,666,2880,9063,110.6%
2026-06-06,https://min-repo.com/3150573/,翔べ！ハーレムエース,655,2270,6677,111.3%
2026-06-06,https://min-repo.com/3150573/,L ToLOVEるダークネス,668,1440,6338,107.6%
2026-06-06,https://min-repo.com/3150573/,L不二子BT,658,950,3265,109.7%
2026-06-06,https://min-repo.com/3150573/,マジカルハロウィン ボーナストリガー,656,60,5454,100.4%
2026-06-06,https://min-repo.com/3150573/,A-SLOT+ ディスクアップ ULTRAREMIX,659,-250,10195,99.1%
2026-06-06,https://min-repo.com/3150573/,アニマルスロット ドッチ,665,-250,3087,97%
2026-06-06,https://min-repo.com/3150573/,Lパチスロうみねこのなく頃に2,661,-250,2509,95%
2026-06-06,https://min-repo.com/3150573/,L無職転生～異世界行ったら本気だす～,663,-500,2277,91.7%
2026-06-06,https://min-repo.com/3150573/,スマスロ ドルアーガの塔,660,-750,1967,84.9%
2026-06-06,https://min-repo.com/3150573/,スマスロ 銀河英雄伝説 Die Neue These,664,-2000,4287,82.8%
2026-06-06,https://min-repo.com/3150573/,Lアクダマドライブ,667,-2000,3098,74.4%
2026-06-07,https://min-repo.com/3151015/,ニューパルサーSP4 with 太鼓の達人,238,2407,5021,116%
2026-06-07,https://min-repo.com/3151015/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,449,1759,8683,106.8%
2026-06-07,https://min-repo.com/3151015/,スマスロ秘宝伝,448,46,4198,100.4%
2026-06-07,https://min-repo.com/3151015/,Lパチスロ閃乱カグラ2 SHINOVI MASTER,453,-200,4815,98.4%
2026-06-07,https://min-repo.com/3151015/,スマスロ ドルアーガの塔,454,-250,2305,95.3%
2026-06-07,https://min-repo.com/3151015/,L絶対衝激IV,456,-250,1770,92.1%
2026-06-07,https://min-repo.com/3151015/,L少女☆歌劇 レヴュースタァライト -The SLOT-,451,-500,6749,96.6%
2026-06-07,https://min-repo.com/3151015/,L虚構推理,462,-500,6543,96.2%
2026-06-07,https://min-repo.com/3151015/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,6626,93.9%
2026-06-07,https://min-repo.com/3151015/,忍魂参～奥義皆伝ノ章～,460,-1000,1029,61%
2026-06-07,https://min-repo.com/3151015/,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,459,-1000,5638,92.3%
2026-06-07,https://min-repo.com/3151015/,スマスロとある科学の超電磁砲2,455,-1000,2757,82.1%
2026-06-07,https://min-repo.com/3151015/,スマスロ シャーマンキング,461,-1500,4403,85.6%
2026-06-07,https://min-repo.com/3151015/,スロット Re:ゼロから始める異世界生活 season2,447,-2500,5185,83.9%
2026-06-07,https://min-repo.com/3151015/,スマスロ新鬼武者3,458,-2500,5679,82.9%
2026-06-07,https://min-repo.com/3151015/,機種,台番,差枚,G数,出率
2026-06-07,https://min-repo.com/3151015/,スマスロ ゴッドイーター リザレクション,457,-3000,3786,72.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ ゴッドイーター リザレクション,457,1806,2140,128.1%
2026-06-08,https://min-repo.com/3153189/,L虚構推理,462,1713,6831,108.4%
2026-06-08,https://min-repo.com/3153189/,L絶対衝激IV,456,833,1193,123.3%
2026-06-08,https://min-repo.com/3153189/,スロット Re:ゼロから始める異世界生活 season2,447,556,4609,104%
2026-06-08,https://min-repo.com/3153189/,Lパチスロ閃乱カグラ2 SHINOVI MASTER,453,278,4527,102%
2026-06-08,https://min-repo.com/3153189/,ニューパルサーSP4 with 太鼓の達人,238,93,2634,101.2%
2026-06-08,https://min-repo.com/3153189/,忍魂参～奥義皆伝ノ章～,460,-150,206,70.1%
2026-06-08,https://min-repo.com/3153189/,スマスロ シャーマンキング,461,-250,5514,98.3%
2026-06-08,https://min-repo.com/3153189/,スマスロ ドルアーガの塔,454,-500,782,74.3%
2026-06-08,https://min-repo.com/3153189/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,449,-500,1276,81.9%
2026-06-08,https://min-repo.com/3153189/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,4280,93.9%
2026-06-08,https://min-repo.com/3153189/,スマスロとある科学の超電磁砲2,455,-750,2922,91%
2026-06-08,https://min-repo.com/3153189/,スマスロ秘宝伝,448,-1000,823,56.9%
2026-06-08,https://min-repo.com/3153189/,スマスロ新鬼武者3,458,-1000,3004,84.6%
2026-06-08,https://min-repo.com/3153189/,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,459,-2000,4115,81.6%
2026-06-08,https://min-repo.com/3153189/,機種,台番,差枚,G数,出率
2026-06-08,https://min-repo.com/3153189/,L少女☆歌劇 レヴュースタァライト -The SLOT-,451,-2500,5391,83.7%
2026-06-09,https://min-repo.com/3155306/,スロット Re:ゼロから始める異世界生活 season2,447,2963,4486,122%
2026-06-09,https://min-repo.com/3155306/,スマスロとある科学の超電磁砲2,455,1991,3621,118.3%
2026-06-09,https://min-repo.com/3155306/,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,459,417,370,137.6%
2026-06-09,https://min-repo.com/3155306/,ニューパルサーSP4 with 太鼓の達人,238,324,6008,101.8%
2026-06-09,https://min-repo.com/3155306/,スマスロ シャーマンキング,461,46,741,102.1%
