日付,source_url,機種,平均差枚,平均G数,勝率,出率
2026-03-05,https://min-repo.com/2959680/,スマスロ 沖ドキ!DUO アンコール,-250,1216,3/9,87.3%
2026-03-05,https://min-repo.com/2959680/,A-SLOT+ ディスクアップ ULTRAREMIX,-250,6955,1/2,97.8%
2026-03-05,https://min-repo.com/2959680/,L ToLOVEるダークネス,-250,5021,1/3,96.7%
2026-03-05,https://min-repo.com/2959680/,スマスロ モンスターハンターライズ,-500,2401,2/6,93%
2026-03-05,https://min-repo.com/2959680/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-500,5885,1/2,96.2%
2026-03-05,https://min-repo.com/2959680/,L無職転生～異世界行ったら本気だす～,-500,2908,2/6,92.1%
2026-03-05,https://min-repo.com/2959680/,スマスロ北斗の拳 転生の章2,-500,4373,10/36,94.4%
2026-03-05,https://min-repo.com/2959680/,スマスロ スーパーブラックジャック,-750,1962,1/3,86.4%
2026-03-05,https://min-repo.com/2959680/,スマスロ 甲鉄城のカバネリ 海門決戦,-750,8722,9/21,96.5%
2026-03-05,https://min-repo.com/2959680/,ハッピージャグラーＶＩＩＩ,-750,5219,0/3,93.7%
2026-03-05,https://min-repo.com/2959680/,機種,平均差枚,平均G数,勝率,出率
2026-03-05,https://min-repo.com/2959680/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-1000,1749,0/2,80.6%
2026-03-05,https://min-repo.com/2959680/,いざ！番長,-1000,5144,1/3,93%
2026-03-05,https://min-repo.com/2959680/,沖ドキ!ゴージャス 30Φ,-1000,4166,2/9,90.4%
2026-03-05,https://min-repo.com/2959680/,L不二子BT,-1000,2654,0/2,84.6%
2026-03-05,https://min-repo.com/2959680/,スマスロ バイオハザード5,-1250,4170,1/3,89.8%
2026-03-05,https://min-repo.com/2959680/,スマスロ ゴッドイーター リザレクション,-1250,2839,0/3,84.4%
2026-03-05,https://min-repo.com/2959680/,スマスロ 攻殻機動隊,-1250,6313,2/5,92.3%
2026-03-05,https://min-repo.com/2959680/,Lパチスロ かぐや様は告らせたい,-1500,3827,0/5,85.6%
2026-03-05,https://min-repo.com/2959680/,スマスロ化物語,-1500,4691,0/6,87.8%
2026-03-05,https://min-repo.com/2959680/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-1750,2099,0/2,69.9%
2026-03-06,https://min-repo.com/2961692/,Lアズールレーン THE ANIMATION,3676,4288,5/5,128.6%
2026-03-06,https://min-repo.com/2961692/,プリズムナナ,2624,1893,1/3,146.2%
2026-03-06,https://min-repo.com/2961692/,パチスロ　甲鉄城のカバネリ,2546,9191,3/3,109.2%
2026-03-06,https://min-repo.com/2961692/,スマスロ 攻殻機動隊,2074,6576,3/5,110.5%
2026-03-06,https://min-repo.com/2961692/,スマスロ化物語,1875,8038,6/6,107.8%
2026-03-06,https://min-repo.com/2961692/,L主役は銭形5,1760,1955,1/2,130%
2026-03-06,https://min-repo.com/2961692/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,1448,3558,7/11,113.6%
2026-03-06,https://min-repo.com/2961692/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,1273,5947,2/2,107.1%
2026-03-06,https://min-repo.com/2961692/,L範馬刃牙,1056,1885,2/5,118.7%
2026-03-06,https://min-repo.com/2961692/,L戦国乙女４　戦乱に閃く炯眼の軍師,880,4640,1/4,106.3%
2026-03-06,https://min-repo.com/2961692/,Lパチスロ炎炎ノ消防隊2,838,5589,11/20,105%
2026-03-06,https://min-repo.com/2961692/,スマスロ 東京リベンジャーズ,802,2510,2/3,110.7%
2026-03-06,https://min-repo.com/2961692/,いざ！番長,802,4938,2/3,105.4%
2026-03-06,https://min-repo.com/2961692/,スマスロ新鬼武者3,630,3860,3/5,105.4%
2026-03-06,https://min-repo.com/2961692/,キングハナハナ-30,602,3109,2/2,106.5%
2026-03-06,https://min-repo.com/2961692/,機種,平均差枚,平均G数,勝率,出率
2026-03-06,https://min-repo.com/2961692/,L少女☆歌劇 レヴュースタァライト -The SLOT-,401,1427,1/3,109.4%
2026-03-06,https://min-repo.com/2961692/,アレックス ブライト,370,2819,1/2,104.4%
2026-03-06,https://min-repo.com/2961692/,スマスロ鉄拳6,338,4831,5/10,102.3%
2026-03-06,https://min-repo.com/2961692/,L無職転生～異世界行ったら本気だす～,293,4129,1/6,102.4%
2026-03-06,https://min-repo.com/2961692/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,255,2870,2/4,103%
2026-03-06,https://min-repo.com/2961692/,沖ドキ!ゴージャス 30Φ,237,2456,4/9,103.2%
2026-03-06,https://min-repo.com/2961692/,L東京喰種,211,5704,7/20,101.2%
2026-03-06,https://min-repo.com/2961692/,ハッピージャグラーＶＩＩＩ,170,4498,1/3,101.3%
2026-03-06,https://min-repo.com/2961692/,バーサスリヴァイズ,116,6914,1/2,100.6%
2026-03-06,https://min-repo.com/2961692/,スマスロ ハナビ,8,5473,4/6,100%
2026-03-06,https://min-repo.com/2961692/,ジャグラーガールズSS,6,3492,4/8,100.1%
2026-03-06,https://min-repo.com/2961692/,L ToLOVEるダークネス,-46,3964,1/3,99.6%
2026-03-06,https://min-repo.com/2961692/,スマスロ秘宝伝,-100,782,1/2,95.1%
2026-03-06,https://min-repo.com/2961692/,スマスロ モンスターハンターライズ,-150,4389,2/6,98.8%
2026-03-06,https://min-repo.com/2961692/,ファンキージャグラー２ＫＴ,-200,4813,7/12,98.5%
2026-03-06,https://min-repo.com/2961692/,機種,平均差枚,平均G数,勝率,出率
2026-03-06,https://min-repo.com/2961692/,Lスマスロ北斗の拳,-200,2231,3/9,96.7%
2026-03-06,https://min-repo.com/2961692/,ゴーゴージャグラー３,-200,5252,8/24,98.5%
2026-03-06,https://min-repo.com/2961692/,ニューキングハナハナV‐30,-250,3973,3/9,97.7%
2026-03-06,https://min-repo.com/2961692/,Lパチスロ かぐや様は告らせたい,-250,3309,1/5,96.9%
2026-03-06,https://min-repo.com/2961692/,ネオアイムジャグラーEX,-250,4183,13/54,97.5%
2026-03-06,https://min-repo.com/2961692/,マイジャグラーV,-250,5063,10/41,97.4%
2026-03-06,https://min-repo.com/2961692/,Lパチスロ革命機ヴァルヴレイヴ2,-250,3582,8/20,96.3%
2026-03-06,https://min-repo.com/2961692/,吉宗,-250,2356,2/4,94.1%
2026-03-06,https://min-repo.com/2961692/,沖ドキ！BLACK,-250,2372,8/17,94%
2026-03-06,https://min-repo.com/2961692/,スマスロ バイオハザード5,-250,3745,1/3,95.9%
2026-03-06,https://min-repo.com/2961692/,スマスロ サンダーV,-250,6428,2/5,97.5%
2026-03-06,https://min-repo.com/2961692/,ミスタージャグラー,-500,6760,2/4,97.5%
2026-03-06,https://min-repo.com/2961692/,ウルトラミラクルジャグラー,-500,4515,1/5,96%
2026-03-06,https://min-repo.com/2961692/,Lゴブリンスレイヤー,-500,1859,1/6,88.9%
2026-03-06,https://min-repo.com/2961692/,スマスロモンキーターンV,-500,4020,3/16,94.1%
2026-03-06,https://min-repo.com/2961692/,機種,平均差枚,平均G数,勝率,出率
2026-03-06,https://min-repo.com/2961692/,スマスロ 甲鉄城のカバネリ 海門決戦,-500,8901,7/21,97.2%
2026-03-06,https://min-repo.com/2961692/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-750,7140,1/2,95.9%
2026-03-06,https://min-repo.com/2961692/,SHAKE BONUS TRIGGER,-1000,3772,0/3,90.6%
2026-03-06,https://min-repo.com/2961692/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-1000,2223,0/2,84%
2026-03-06,https://min-repo.com/2961692/,スマスロ北斗の拳 転生の章2,-1000,5011,7/36,92.4%
2026-03-06,https://min-repo.com/2961692/,スマスロ 沖ドキ!DUO アンコール,-1000,3489,2/9,88.3%
2026-03-06,https://min-repo.com/2961692/,スマスロ スーパーブラックジャック,-1250,3814,0/3,87.7%
2026-03-06,https://min-repo.com/2961692/,スマスロ ゴッドイーター リザレクション,-1500,2044,0/3,73.6%
2026-03-06,https://min-repo.com/2961692/,L不二子BT,-1500,2675,0/2,79.2%
2026-03-06,https://min-repo.com/2961692/,A-SLOT+ ディスクアップ ULTRAREMIX,-2250,7737,1/2,89.8%
2026-03-07,https://min-repo.com/2963748/,L ToLOVEるダークネス,3920,4458,2/3,129.3%
2026-03-07,https://min-repo.com/2963748/,プリズムナナ,2577,5185,2/3,116.6%
2026-03-07,https://min-repo.com/2963748/,スマスロ モンスターハンターライズ,2084,6921,4/6,110%
2026-03-07,https://min-repo.com/2963748/,スマスロ 東京リベンジャーズ,1713,6955,2/3,108.2%
2026-03-07,https://min-repo.com/2963748/,スマスロ ゴッドイーター リザレクション,1621,4170,2/3,113%
2026-03-07,https://min-repo.com/2963748/,L少女☆歌劇 レヴュースタァライト -The SLOT-,617,4417,2/3,104.7%
2026-03-07,https://min-repo.com/2963748/,スマスロ北斗の拳 転生の章2,464,7467,16/36,102.1%
2026-03-07,https://min-repo.com/2963748/,スマスロ スーパーブラックジャック,463,6241,1/3,102.5%
2026-03-07,https://min-repo.com/2963748/,Lアズールレーン THE ANIMATION,435,5597,1/5,102.6%
2026-03-07,https://min-repo.com/2963748/,A-SLOT+ ディスクアップ ULTRAREMIX,394,6605,1/2,102%
2026-03-07,https://min-repo.com/2963748/,スマスロ秘宝伝,394,5144,1/2,102.5%
2026-03-07,https://min-repo.com/2963748/,キングハナハナ-30,371,6505,2/2,101.9%
2026-03-07,https://min-repo.com/2963748/,SHAKE BONUS TRIGGER,370,8889,2/3,101.4%
2026-03-07,https://min-repo.com/2963748/,L不二子BT,301,6317,1/2,101.6%
2026-03-07,https://min-repo.com/2963748/,吉宗,151,4157,1/4,101.2%
2026-03-07,https://min-repo.com/2963748/,機種,平均差枚,平均G数,勝率,出率
2026-03-07,https://min-repo.com/2963748/,Lスマスロ北斗の拳,113,7147,5/9,100.5%
2026-03-07,https://min-repo.com/2963748/,沖ドキ!ゴージャス 30Φ,88,4444,3/9,100.7%
2026-03-07,https://min-repo.com/2963748/,スマスロモンキーターンV,72,6767,7/16,100.4%
2026-03-07,https://min-repo.com/2963748/,バーサスリヴァイズ,47,6502,1/2,100.2%
2026-03-07,https://min-repo.com/2963748/,ミスタージャグラー,46,6113,2/4,100.3%
2026-03-07,https://min-repo.com/2963748/,ファンキージャグラー２ＫＴ,0,7050,6/12,100%
2026-03-07,https://min-repo.com/2963748/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-46,4157,1/2,99.6%
2026-03-07,https://min-repo.com/2963748/,スマスロ 沖ドキ!DUO アンコール,-93,4577,3/9,99.3%
2026-03-07,https://min-repo.com/2963748/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-100,7099,1/2,99.5%
2026-03-07,https://min-repo.com/2963748/,ニューキングハナハナV‐30,-100,7236,4/9,99.4%
2026-03-07,https://min-repo.com/2963748/,マイジャグラーV,-150,6406,15/41,99.2%
2026-03-07,https://min-repo.com/2963748/,L戦国乙女４　戦乱に閃く炯眼の軍師,-150,6543,2/4,99.1%
2026-03-07,https://min-repo.com/2963748/,スマスロ バイオハザード5,-200,4225,2/3,98.3%
2026-03-07,https://min-repo.com/2963748/,ジャグラーガールズSS,-200,5440,2/8,98.7%
2026-03-07,https://min-repo.com/2963748/,スマスロ化物語,-250,7874,3/6,98.7%
2026-03-07,https://min-repo.com/2963748/,機種,平均差枚,平均G数,勝率,出率
2026-03-07,https://min-repo.com/2963748/,スマスロ サンダーV,-250,8238,3/5,98.5%
2026-03-07,https://min-repo.com/2963748/,沖ドキ！BLACK,-250,5055,6/17,97.5%
2026-03-07,https://min-repo.com/2963748/,ゴーゴージャグラー３,-250,5539,6/24,97.7%
2026-03-07,https://min-repo.com/2963748/,パチスロ　甲鉄城のカバネリ,-250,5144,1/3,97.3%
2026-03-07,https://min-repo.com/2963748/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-250,7512,5/11,98%
2026-03-07,https://min-repo.com/2963748/,ネオアイムジャグラーEX,-250,5991,16/54,97.5%
2026-03-07,https://min-repo.com/2963748/,スマスロ 甲鉄城のカバネリ 海門決戦,-250,8319,9/21,98.1%
2026-03-07,https://min-repo.com/2963748/,Lパチスロ炎炎ノ消防隊2,-250,7459,9/20,97.9%
2026-03-07,https://min-repo.com/2963748/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-250,4866,2/4,96.7%
2026-03-07,https://min-repo.com/2963748/,スマスロ鉄拳6,-250,7226,3/10,97.7%
2026-03-07,https://min-repo.com/2963748/,スマスロ ハナビ,-500,7332,2/6,97.7%
2026-03-07,https://min-repo.com/2963748/,Lパチスロ革命機ヴァルヴレイヴ2,-500,5710,6/20,96.8%
2026-03-07,https://min-repo.com/2963748/,L東京喰種,-500,7543,7/20,97.5%
2026-03-07,https://min-repo.com/2963748/,L範馬刃牙,-500,6049,3/5,96.7%
2026-03-07,https://min-repo.com/2963748/,ウルトラミラクルジャグラー,-500,5914,2/5,96%
2026-03-07,https://min-repo.com/2963748/,機種,平均差枚,平均G数,勝率,出率
2026-03-07,https://min-repo.com/2963748/,ハッピージャグラーＶＩＩＩ,-1000,5419,0/3,93.4%
2026-03-07,https://min-repo.com/2963748/,スマスロ新鬼武者3,-1000,5284,1/5,92.8%
2026-03-07,https://min-repo.com/2963748/,アレックス ブライト,-1500,5350,0/2,90.5%
2026-03-07,https://min-repo.com/2963748/,Lゴブリンスレイヤー,-1750,5473,2/6,88.1%
2026-03-07,https://min-repo.com/2963748/,スマスロ 攻殻機動隊,-1750,7366,1/5,91.1%
2026-03-07,https://min-repo.com/2963748/,L主役は銭形5,-2000,4691,0/2,84.9%
2026-03-07,https://min-repo.com/2963748/,いざ！番長,-2500,4417,0/3,81.1%
2026-03-07,https://min-repo.com/2963748/,Lパチスロ かぐや様は告らせたい,-2750,5366,1/5,82.1%
2026-03-07,https://min-repo.com/2963748/,L無職転生～異世界行ったら本気だす～,-2750,6138,0/6,83.8%
2026-03-07,https://min-repo.com/2963748/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-3500,5823,0/2,78.8%
2026-03-08,https://min-repo.com/2965854/,L ToLOVEるダークネス,5447,3621,2/3,150.1%
2026-03-08,https://min-repo.com/2965854/,スマスロ新鬼武者3,2898,4502,4/5,121.5%
2026-03-08,https://min-repo.com/2965854/,いざ！番長,2546,4390,2/3,119.3%
2026-03-08,https://min-repo.com/2965854/,スマスロ モンスターハンターライズ,2392,4582,4/6,117.4%
2026-03-08,https://min-repo.com/2965854/,L主役は銭形5,2245,5041,2/2,114.8%
2026-03-08,https://min-repo.com/2965854/,スマスロ鉄拳6,1944,6132,7/10,110.6%
2026-03-08,https://min-repo.com/2965854/,L戦国乙女４　戦乱に閃く炯眼の軍師,1574,4846,1/4,110.8%
2026-03-08,https://min-repo.com/2965854/,スマスロ化物語,1296,6824,4/6,106.3%
2026-03-08,https://min-repo.com/2965854/,L無職転生～異世界行ったら本気だす～,1127,4170,2/6,109%
2026-03-08,https://min-repo.com/2965854/,Lパチスロ かぐや様は告らせたい,1121,5630,2/5,106.6%
2026-03-08,https://min-repo.com/2965854/,SHAKE BONUS TRIGGER,926,6571,2/3,104.7%
2026-03-08,https://min-repo.com/2965854/,ジャグラーガールズSS,822,6095,6/8,104.5%
2026-03-08,https://min-repo.com/2965854/,Lパチスロ炎炎ノ消防隊2,817,6990,10/20,103.9%
2026-03-08,https://min-repo.com/2965854/,スマスロ 東京リベンジャーズ,756,2990,2/3,108.4%
2026-03-08,https://min-repo.com/2965854/,アレックス ブライト,695,4136,1/2,105.6%
2026-03-08,https://min-repo.com/2965854/,機種,平均差枚,平均G数,勝率,出率
2026-03-08,https://min-repo.com/2965854/,パチスロ　甲鉄城のカバネリ,494,4705,2/3,103.5%
2026-03-08,https://min-repo.com/2965854/,Lスマスロ北斗の拳,463,2794,6/9,105.5%
2026-03-08,https://min-repo.com/2965854/,吉宗,405,2922,2/4,104.6%
2026-03-08,https://min-repo.com/2965854/,スマスロ ハナビ,355,7058,3/6,101.7%
2026-03-08,https://min-repo.com/2965854/,A-SLOT+ ディスクアップ ULTRAREMIX,347,6893,1/2,101.7%
2026-03-08,https://min-repo.com/2965854/,Lパチスロ革命機ヴァルヴレイヴ2,303,3138,10/20,103.2%
2026-03-08,https://min-repo.com/2965854/,スマスロ サンダーV,129,6922,2/5,100.6%
2026-03-08,https://min-repo.com/2965854/,Lアズールレーン THE ANIMATION,120,5111,2/5,100.8%
2026-03-08,https://min-repo.com/2965854/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,118,5151,4/11,100.8%
2026-03-08,https://min-repo.com/2965854/,沖ドキ!ゴージャス 30Φ,36,3192,5/9,100.4%
2026-03-08,https://min-repo.com/2965854/,ファンキージャグラー２ＫＴ,-50,4292,5/12,99.6%
2026-03-08,https://min-repo.com/2965854/,L東京喰種,-93,5257,10/20,99.4%
2026-03-08,https://min-repo.com/2965854/,ミスタージャグラー,-200,3685,2/4,97.8%
2026-03-08,https://min-repo.com/2965854/,ゴーゴージャグラー３,-200,4519,10/24,98.2%
2026-03-08,https://min-repo.com/2965854/,スマスロ秘宝伝,-250,2407,0/2,96.2%
2026-03-08,https://min-repo.com/2965854/,機種,平均差枚,平均G数,勝率,出率
2026-03-08,https://min-repo.com/2965854/,マイジャグラーV,-250,5489,14/41,98.2%
2026-03-08,https://min-repo.com/2965854/,プリズムナナ,-250,3951,2/3,97.4%
2026-03-08,https://min-repo.com/2965854/,Lゴブリンスレイヤー,-250,3724,2/6,96.8%
2026-03-08,https://min-repo.com/2965854/,ネオアイムジャグラーEX,-250,4405,18/54,96.9%
2026-03-08,https://min-repo.com/2965854/,ニューキングハナハナV‐30,-250,4709,4/9,97.1%
2026-03-08,https://min-repo.com/2965854/,スマスロ北斗の拳 転生の章2,-250,6037,12/36,97.6%
2026-03-08,https://min-repo.com/2965854/,スマスロモンキーターンV,-250,4871,4/16,96.9%
2026-03-08,https://min-repo.com/2965854/,L範馬刃牙,-500,4642,2/5,96.1%
2026-03-08,https://min-repo.com/2965854/,ウルトラミラクルジャグラー,-500,2586,0/5,92.5%
2026-03-08,https://min-repo.com/2965854/,沖ドキ！BLACK,-500,4522,6/17,95.5%
2026-03-08,https://min-repo.com/2965854/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-500,3388,1/3,93%
2026-03-08,https://min-repo.com/2965854/,バーサスリヴァイズ,-500,3395,0/2,93%
2026-03-08,https://min-repo.com/2965854/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-500,2428,0/2,90.1%
2026-03-08,https://min-repo.com/2965854/,スマスロ 攻殻機動隊,-750,6453,3/5,95.9%
2026-03-08,https://min-repo.com/2965854/,キングハナハナ-30,-750,3623,0/2,91.3%
2026-03-08,https://min-repo.com/2965854/,機種,平均差枚,平均G数,勝率,出率
2026-03-08,https://min-repo.com/2965854/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1000,2706,1/4,87.6%
2026-03-08,https://min-repo.com/2965854/,スマスロ バイオハザード5,-1000,1962,0/3,81.9%
2026-03-08,https://min-repo.com/2965854/,ハッピージャグラーＶＩＩＩ,-1000,5146,0/3,92.9%
2026-03-08,https://min-repo.com/2965854/,スマスロ 甲鉄城のカバネリ 海門決戦,-1000,8426,5/21,95.6%
2026-03-08,https://min-repo.com/2965854/,スマスロ スーパーブラックジャック,-1000,2785,1/3,86.1%
2026-03-08,https://min-repo.com/2965854/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-1250,3066,0/2,86.4%
2026-03-08,https://min-repo.com/2965854/,スマスロ 沖ドキ!DUO アンコール,-1250,5441,4/9,92.3%
